2	店-お-compound	また行きたい、そんな気持ちにさせてくれるお店です。
8671	嵐-砂塵-compound,内-砂漠-compound,地域-周辺-compound	一般的に砂塵嵐は、（細かい物質は既に吹き飛ばされている）砂漠内よりは、砂漠の周辺地域にて発生します。
8677	近く-万-compound	カイロの人口は1340年までに50万近くになり、中国西部で最大の都市となっています。
8678	的な-追加-compound,島内-ゲズィーラ-compound	その一方で、ナイル川に行われた追加的な管理は、ゲズィーラ島内や都市の海岸への開発を促進しました。
8679	活動-産業-compound,さら-加工-compound	ネバダ州の産業活動には、観光をはじめ、鉱業や機械、印刷、出版、食品加工さらには電気設備などがあります。
8680	Caribbean-（-compound,後半-世紀-compound,達-ヨーロッパ人-compound,先住民族-アメリカ-compound	「カリブ人（Caribbean）」という名前は、15世紀後半にヨーロッパ人達がカリブに足を踏み入れた際に、この地域を支配していたアメリカ先住民族のグループの1つであったカリブス（Caribs）に由来しています。
8681	クリストファー-・-compound,言語-ヨーロッパ-compound	1492年のクリストファー・コロンブスによるアメリカ大陸発見後、スペイン語の「アンティリャス」という言葉がその土地の名前とされ、このことから「シー・オブ・ジ・アンティレス」は、様々なヨーロッパ言語で「カリブ海」を示す共通の言葉になった。
8683	以降-世紀-compound,地域-カリブ海-compound,たち-ヨーロッパ人-compound,側-北-compound,）-カリブ海-compound,）-太平洋-compound	16世紀以降、カリブ海地域を訪れたヨーロッパ人たちは、このエリアを「北海」（同じ峡谷の北側にあるカリブ海）の反対で、「南海」（パナマの峡谷の南側にある太平洋）であると認識した。
8684	クリストファー-・-compound	カリブ海の存在は、クリストファー・コロンブスがアジアへの海路を探す目的で、初めてカリブ海を航海した1492年までユーラシア大陸の人々には知られていなかった。
8686	市-ケープタウン-compound	ケープタウンの地方自治体は、都市圏であるケープタウン市です。
8687	エッセイ-同-compound,沿い-海底-compound	「Undersea」というタイトルで出版された同エッセイは、海底沿いを巡る旅についての魅力的な物語でした。
8688	科学者-系-compound	さらに彼女は、機密情報を彼女に提供した数々の政府系科学者との人脈を利用しました。
8689	半ば-年-compound	ブルックスとカーソンは、1962年半ばには大部分の編集を終了しており、その後、最終的な提案を得る人物を選ぶために原稿を送り、本を宣伝するための準備を行っていました。
8690	産業-化学-compound,達-ロビイスト-compound,大衆-一般-compound	こうした作業により、化学産業や、この業界のロビイスト達だけではなく、アメリカの一般大衆など、広範囲にこの本のことが知れ渡りました。
8691	政権-高麗-compound	1350年代に恭愍王は、元王朝の崩壊が始まった時に、ついに高麗政権を改革する自由を得ることができた。
8692	以降-年代-compound	1960年代以降、韓国の経済は大きな成長を遂げ、さらに経済構造も大きく変化しました。
8693	エリア-ピクニック-compound	通常は、素朴なピクニックエリアやベンチ、小道といった低いレベルの開発を伴います。
8694	国立公園-ロイヤル-compound,目-番-compound	1879年に設立されたオーストラリアのロイヤル国立公園は、公式に設立されたものとしては世界で2番目となる国立公園でした。
8696	ボグド-・-compound,下-支配-compound	1911年に清朝が崩壊した際、ボグド・ハーンの支配下にあったモンゴルは独立を宣言しました。
8698	総統-大-compound,世凱-袁-compound	中華民国の大総統であった袁世凱は、新たな共和国が清朝の後継者としての役割を果たすと考えた。
8699	時代-清朝-compound,下-支配-compound,ボグド-・-compound	清朝時代のモンゴルと中国は満州の支配下にあり、さらに1911年に清朝が没落した後は、モンゴルが満州に移行されるという契約は無効になったと、ボグド・ハーンは語った。
8700	ボグド-・-compound,時代-清朝-compound,蒙古-外-compound	ボグド・ハーンが支配したこの地域の広さは、清朝時代の旧外蒙古の面積とほぼ同じであった。
8701	2世-ラメセス-compound,上-戦術-compound	カデシュを急いで捕えようとして、ラメセス2世は戦術上の大きな失敗をしました。
8702	ジェームス-・-compound,ヘンリー-・-compound,報告-学術-compound	確かに、1903年にジェームス・ヘンリー・ブレステッドが発表した、この戦争に関する初めての学術報告では、この戦いの状況を正確に再現するために役立つこれらの資料を称賛している。
8703	面-物資-compound,期間-長-compound,攻撃-包囲-compound	ロメスは、物資面の理由から長期間の包囲攻撃を行えず、エジプトに戻りました。
8704	アムル-北-compound,前-年-compound,兵士-エジプト-compound	そのためエジプトのファラオは、カデシュを過ぎた北アムル、チューニップに移動したのですが、そこは、約120年前のトトメス3世の時代からエジプト兵士が不在である地でした。
